VBS_sample_id,contributor,country,location,collection_year,collection_month,latitude,longitude,date_of_collection,collection_context,collection_method,collection_time,collector_sample_id,sample_type,specimen_sex_partner,specimen_storage_partner,Lifestage,dna_extraction_method_partner,sample_type_received,body_part_lab,dna_extraction_method_lab,total_dna_lab,species_pcr,sequencing_pipeline,mean_cov,median_cov,modal_cov,mean_cov_2RL,median_cov_2RL,mode_cov_2RL,mean_cov_3RL,median_cov_3RL,mode_cov_3RL,mean_cov_X,median_cov_X,mode_cov_X,frac_gen_cov,divergence,pc_contam,LLR,sex_call,PCA_QC_outlier,FILTER_frac_genome_cov,FILTER_median_cov,FILTER_contamination,FILTER_nosexcall,FILTER_divergence,FILTER_pca,sample_set,adm_level,geographic_cohort,geographic_cohort_code,geographic_cohort_colour,geographic_cohort_shape,PCA_cohort,PCA_cohort_colour,karyotype_3La,karyotype_3Ra,karyotype_3Rb,karyotype_2Ra,karyotype_2Rh,karyotype_2Rt,mitochondrial_id,subset_1,subset_2,subset_3,heterozygous_sites,raw_total_sequences,reads_mapped,reads_mapped_and_paired,reads_unmapped,reads_properly_paired,reads_paired,reads_duplicated,reads_MQ0,non-primary_alignments,total_length,bases_mapped,bases_mapped_(cigar),bases_duplicated,mismatches,error_rate,average_quality,insert_size_average,insert_size_standard_deviation,inward_oriented_pairs,outward_oriented_pairs,pairs_with_other_orientation,pairs_on_different_chromosomes,ena_run_accessions
VBS17345,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,9,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,111.8,fun,STD,28.86,28,28,28.97,29,28,28.93,28,28,28.11,28,28,0.94,0.01802,1.464,1762.983,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3La/a,3R+/a,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterA,Y,Y,N,2274448,65816354,58573981,57442626,7242373,53462428,65816354,5625519,12156309,3170855,9938269454,8844671131,8364016330,849453369,216957841,0.0259,37.2,624.4,1128.6,26604555,595971,255585,1188645,"ERR2659292,ERR2659327,ERR2659362"
VBS17346,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,12,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,73.4,fun,STD,37.65,37,37,38,38,38,37.6,37,37,36.19,36,37,0.941,0.01874,1.55,3090.322,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3L+/+,3R+/+,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageII,Y,Y,N,2249277,77349598,75964931,75483368,1384667,69872040,77349598,7073108,14744104,4457376,11679789298,11470704581,10950148470,1068039308,304297657,0.0278,36.8,657.6,1156.1,34720179,885274,341037,1668192,"ERR2659704,ERR2659739,ERR2659774"
VBS17347,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,13,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,99.7,fun,STD,24.13,23,23,24.27,24,23,24.05,23,23,23.81,23,23,0.936,0.01855,1.638,1727.249,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3L+/a,3R+/+,3R+/+,2R+/a,2R+/+,2R+/+,funestus-lineageII,Y,Y,N,2440085,90680160,54574261,49798278,36105899,45718430,90680160,8504368,13622136,3102184,13692704160,8240713411,7250682478,1284159568,186043373,0.0257,37.7,601.2,1239.9,22552061,719210,270208,1228291,"ERR2659307,ERR2659342,ERR2659377"
VBS17348,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,15,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,104.8,fun,STD,35.85,35,35,36.13,36,36,35.77,35,35,34.86,35,35,0.941,0.01852,1.318,2038.632,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3L+/a,3R+/+,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterA,Y,Y,N,2351534,78103556,73452214,72625538,4651342,67572956,78103556,7346128,14932185,4064695,11793636956,11091284314,10576712781,1109265328,277158285,0.0262,37.5,598.4,1118.5,33419114,937560,310866,1528512,"ERR2659312,ERR2659347,ERR2659382"
VBS17349,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,18,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,142.9,fun,STD,27.8,27,27,27.97,27,27,27.84,27,27,26.77,26,27,0.938,0.01848,1.449,1817.683,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3L+/a,3R+/+,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageII,Y,Y,N,2383000,80200478,60462221,57807612,19738257,53661790,80200478,7224415,14323989,3361766,12110272178,9129795371,8420754366,1090886665,215842890,0.0256,37.5,598,1143.7,26529823,754943,260842,1235216,"ERR2659315,ERR2659350,ERR2659385"
VBS17351,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,23,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,159.4,fun,STD,18.94,18,18,19.02,18,18,18.99,18,18,18.4,18,18,0.937,0.01843,3.571,4167.842,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3La/a,3R+/+,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageII,Y,N,N,2434806,69766410,41949378,38255128,27817032,35012832,69766410,5623744,10397873,2384541,10534727910,6334356078,5566043103,849185344,148286755,0.0266,37,666.2,1257.5,17308880,556046,216625,970864,"ERR2659734,ERR2659769,ERR2659804"
VBS17353,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,25,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,99.2,fun,STD,35.27,35,35,35.61,35,35,35.29,35,35,33.61,34,35,0.943,0.01833,1.652,2245.381,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3L+/a,3R+/+,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterA,Y,Y,N,2462259,71573294,68675842,68012912,2897452,63163848,71573294,5483297,12725722,3927627,10807567394,10370052142,9885498422,827977847,275216609,0.0278,36.8,651.5,1149,31347662,812003,317242,1425090,"ERR2659828,ERR2659863,ERR2659898"
VBS17355,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,27,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,124.6,fun,STD,38.06,38,38,38.34,38,38,38.04,37,38,36.83,37,37,0.942,0.01868,1.383,2185.217,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3L+/+,3R+/+,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterA,Y,Y,N,2363459,81895618,78277705,77506276,3617913,72018764,81895618,6155370,17372238,4390202,12366238318,11819933455,11271242455,929460870,301611795,0.0268,37.1,610.3,1136.7,35669404,956698,341782,1651271,"ERR2659824,ERR2659859,ERR2659894"
VBS17356,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,28,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,157.4,fun,STD,27.02,26,26,27.22,27,26,27.03,26,26,26.04,26,26,0.939,0.01835,1.685,1808.526,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3L+/a,3R+/+,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageII,Y,Y,N,2466528,80179022,55394824,52098684,24784198,48257816,80179022,5926637,12262337,3004244,12107032322,8364618424,7610333723,894922187,199198966,0.0262,37.4,631.6,1185.7,24001010,587979,259486,1128996,"ERR2659671,ERR2659916,ERR2659951"
VBS17361,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,33,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,96.4,fun,STD,31.9,31,31,32.06,32,31,31.97,31,31,30.89,30,31,0.941,0.01806,1.529,2044.806,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3La/a,3R+/+,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageII,Y,Y,N,2323070,71994352,61773764,60284532,10220588,56235270,71994352,5155853,12036541,3304332,10871147152,9327838364,8792666735,778533803,234071094,0.0266,37.1,618.9,1131.5,27978188,620529,277961,1179926,"ERR2659823,ERR2659858,ERR2659893"
VBS17362,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,34,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,59.1,fun,LI,21.03,20,19,21.02,20,20,20.88,20,19,21.62,20,20,0.937,0.01846,2.235,1880.61,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3L+/a,3R+/+,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageII,Y,Y,N,2553042,82976812,59253153,56069796,23723659,51258888,82976812,11332389,17442806,3919958,12529498612,8947226103,8124898002,1711190739,202036586,0.0249,38.2,550.4,1192.8,24621260,1371606,346017,1411725,"ERR2710217,ERR2798745,ERR2798776"
VBS17364,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,37,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,111.6,fun,STD,26.6,26,26,26.83,26,26,26.56,26,26,25.73,25,26,0.94,0.01809,2.003,2079.266,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3L+/a,3R+/a,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageII,Y,Y,N,2482909,85458978,56850918,52849774,28608060,48741172,85458978,6914171,13208318,3184695,12904305678,8584488618,7686697580,1044039821,202014023,0.0263,37.1,646,1219.8,24164754,650503,285391,1226572,"ERR2659719,ERR2659754,ERR2659789"
VBS17370,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,51,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,145.9,fun,STD,21.86,21,21,22.04,21,21,21.79,21,21,21.27,21,21,0.936,0.01852,2.14,2179.423,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3L+/a,3R+/+,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterA,Y,Y,N,2400147,74011576,47967749,44541300,26043827,40965564,74011576,5295210,12317811,2651886,11175747976,7243130099,6480010649,799576710,174629382,0.0269,36.8,653.5,1213.5,20270783,608723,227488,1091210,"ERR2659819,ERR2659854,ERR2659889"
VBS17371,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,53,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,153.9,fun,STD,36.46,36,36,36.75,36,36,36.36,36,36,35.5,35,36,0.941,0.0188,1.345,2308.509,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3L+/+,3R+/+,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageII,Y,Y,N,2277148,73334654,72211104,71778754,1123550,66502632,73334654,6348032,13729346,4253324,11073532754,10903876704,10416424130,958552832,289363811,0.0278,36.9,643.2,1151.7,32977767,893208,327134,1570399,"ERR2659731,ERR2659766,ERR2659801"
VBS17373,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,55,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,32.3,fun,LI,28.19,27,27,28.35,28,27,28.18,27,27,27.47,27,27,0.937,0.01804,1.46,1739.835,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3La/a,3R+/a,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageII,Y,Y,N,2307651,79553802,60779177,58337336,18774625,54221342,79553802,8580091,13098723,3504442,12012624102,9177655727,8488677393,1295593741,218597760,0.0258,37.5,529,1111.7,26605853,851645,346668,1156825,"ERR2710249,ERR2810086,ERR2810117"
VBS17374,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,56,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,68.5,fun,STD,21.65,21,21,21.77,21,21,21.62,21,21,21.23,20,20,0.936,0.01835,1.788,1482.325,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3L+/a,3R+/+,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterA,Y,Y,N,2497424,86652860,49905701,45112296,36747159,41356180,86652860,7466802,13154929,2841985,13084581860,7535760851,6580469081,1127487102,171939276,0.0261,37.1,649.5,1251.3,20439303,641490,251090,1114368,"ERR2659563,ERR2659598,ERR2659633"
VBS17378,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,61,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,42.5,fun,LI,33.78,33,33,33.98,33,33,33.7,33,33,33.16,32,33,0.939,0.01842,1.361,1484.564,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3L+/a,3R+/+,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterA,Y,Y,N,2445053,79574308,72665219,71138778,6909089,66138586,79574308,8911825,16164900,4289292,12015720508,10972448069,10315692156,1345685575,265207426,0.0257,37.4,546.5,1142.9,32618489,950680,400971,1420455,"ERR2710250,ERR2810087,ERR2810118"
VBS17380,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,63,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,97.8,fun,STD,16.56,16,15,16.62,16,15,16.54,16,15,16.35,15,15,0.932,0.01872,3.567,3088.983,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3L+/a,3R+/+,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageII,Y,N,N,2764022,85809972,40121235,34284718,45688737,31363406,85809972,8565790,11179139,2174232,12957305772,6058306485,5011019383,1293434290,121077553,0.0242,38.1,607.9,1292.6,15441162,498677,207723,867004,"ERR2659402,ERR2659437,ERR2659472"
VBS17387,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,73,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,148.5,fun,STD,37.69,37,37,37.89,37,37,37.51,37,37,37.42,36,37,0.941,0.01862,1.334,2050.808,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3L+/a,3R+/+,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageII,Y,Y,N,2365726,74072836,72592018,72124550,1480818,67211986,74072836,7420575,12055816,4017641,11184998236,10961394718,10508175104,1120506825,283968081,0.027,37.4,620.5,1135.7,33485551,728533,332463,1434625,"ERR2659304,ERR2659339,ERR2659374"
VBS17388,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,76,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,126.7,fun,STD,38.86,38,38,39.09,39,38,38.92,38,38,37.52,37,38,0.942,0.01807,1.244,1950.958,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3La/a,3R+/+,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageII,Y,Y,N,2331610,82350988,76940258,76028194,5410730,71206836,82350988,8284185,14001822,4026555,12434999188,11617978958,11101220347,1250911935,286439754,0.0258,37.7,569.5,1101.2,35282199,864720,324268,1425004,"ERR2659309,ERR2659344,ERR2659379"
VBS17391,Charles Wondji,Mozambique,Palmeira,2016,4,-25.255277,32.8727777,1/4/2016,Indoor,Indoor resting catch,06:30 to 10:00,42,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,85.7,fun,STD,28.63,28,28,28.74,28,28,28.67,28,28,27.89,27,28,0.942,0.01823,2.219,3706.091,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Maputo, Manhica",Mozambique_Maputo,MZ-M,#17becf,circle,South Mozambique,#17becf,3La/a,3R+/+,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageII,Y,Y,N,2245016,77479844,62634463,60102512,14845381,55237630,77479844,6456006,15219748,3610887,11699456444,9457803913,8703239517,974856906,233163835,0.0268,36.7,671.5,1208.5,27392682,782100,300014,1477154,"ERR2659702,ERR2659737,ERR2659772"
VBS17394,Charles Wondji,Uganda,Tororo,2014,4,0.75,34.0833333,1/4/2014,Indoor,Indoor resting catch,06:30 to 10:00,98,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,123.8,fun,STD,35.23,35,35,35.48,35,35,35.31,35,35,33.73,34,35,0.941,0.01944,1.422,1647.206,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Eastern Region, Tororo",Uganda_Eastern-Region,UG,#c5b0d5,circle,Equatorial,#d62728,3L+/a,3R+/a,3R+/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2868232,77349262,74342489,73548866,3006773,68109574,77349262,7661763,15983504,4245478,11679738562,11225715839,10676754824,1156926213,291307829,0.0273,37.4,616.6,1143.2,33684999,975290,330211,1655292,"ERR2659303,ERR2659338,ERR2659373"
VBS17395,Charles Wondji,Uganda,Tororo,2014,4,0.75,34.0833333,1/4/2014,Indoor,Indoor resting catch,06:30 to 10:00,99,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,151.7,fun,STD,37.64,37,37,37.85,37,37,37.69,37,37,36.49,36,37,0.94,0.01915,1.014,1188.781,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Eastern Region, Tororo",Uganda_Eastern-Region,UG,#c5b0d5,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2719235,80114828,79654019,79406076,460809,73965320,80114828,9469201,16643397,4253006,12097339028,12027756869,11587394178,1429849351,302732402,0.0261,37.8,594.6,1095.1,36620489,989480,330129,1640694,"ERR2659390,ERR2659425,ERR2659460"
VBS17396,Charles Wondji,Uganda,Tororo,2014,4,0.75,34.0833333,1/4/2014,Indoor,Indoor resting catch,06:30 to 10:00,100,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,150.3,fun,STD,32.98,32,32,33.18,33,32,33.09,32,32,31.57,31,32,0.938,0.01905,1.133,1276.015,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Eastern Region, Tororo",Uganda_Eastern-Region,UG,#c5b0d5,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterA,Y,Y,Y,2742422,73519778,69381159,68544416,4138619,63537728,73519778,8468438,13986155,3975921,11101486478,10476555009,9978253871,1278734138,268045019,0.0269,37.7,620.9,1135.3,31398361,945519,301773,1508282,"ERR2659405,ERR2659440,ERR2659475"
VBS17397,Charles Wondji,Uganda,Tororo,2014,4,0.75,34.0833333,1/4/2014,Indoor,Indoor resting catch,06:30 to 10:00,101,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,207.8,fun,STD,35.92,35,35,36.09,36,36,36.11,35,35,34.39,34,35,0.941,0.01919,1.519,1931.39,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Eastern Region, Tororo",Uganda_Eastern-Region,UG,#c5b0d5,circle,Equatorial,#d62728,3L+/a,3Ra/a,3Rb/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2797618,75615088,73764251,72756686,1850837,64942602,75615088,6375616,15192885,7810653,11417878288,11138401901,10275394760,962718016,284386212,0.0277,37.2,768.6,1470.5,32380189,977594,598826,2320746,"ERR2659683,ERR2659928,ERR2659963"
VBS17398,Charles Wondji,Uganda,Tororo,2014,4,0.75,34.0833333,1/4/2014,Indoor,Indoor resting catch,06:30 to 10:00,102,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,174.9,fun,STD,35.15,35,35,35.34,35,35,35.27,35,35,33.75,33,34,0.941,0.01922,1.316,1603.824,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Eastern Region, Tororo",Uganda_Eastern-Region,UG,#c5b0d5,circle,Equatorial,#d62728,3L+/a,3Ra/a,3Rb/b,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2756429,74972938,73505919,73053074,1467019,67692622,74972938,8684233,14807633,4318348,11320913638,11099393769,10624603886,1311319183,286598004,0.027,37.5,639.1,1141.5,33586725,870746,332059,1629052,"ERR2659418,ERR2659453,ERR2659488"
VBS17399,Charles Wondji,Uganda,Tororo,2014,4,0.75,34.0833333,1/4/2014,Indoor,Indoor resting catch,06:30 to 10:00,103,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,147,fun,STD,36.46,36,36,36.73,36,36,36.53,36,36,34.84,35,36,0.94,0.01914,1.271,1609.215,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Eastern Region, Tororo",Uganda_Eastern-Region,UG,#c5b0d5,circle,Equatorial,#d62728,3La/a,3R+/a,3Rb/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2774322,76691542,75745016,75305446,946526,69832582,76691542,9082238,14877341,4395525,11580422842,11437497416,10950693374,1371417938,294012092,0.0268,37.7,628.1,1142.2,34619354,943190,340632,1628336,"ERR2659414,ERR2659449,ERR2659484"
VBS17400,Charles Wondji,Uganda,Tororo,2014,4,0.75,34.0833333,1/4/2014,Indoor,Indoor resting catch,06:30 to 10:00,106,Extracted DNA,Female,-20 freezer,Wild caught adult,Qiagen DNeasy,Extracted DNA,,Qiagen DNeasy,167,fun,STD,34.85,34,34,35.09,35,34,34.95,34,34,33.3,33,34,0.941,0.01917,1.907,2989.224,F,,PASS,PASS,PASS,PASS,PASS,PASS,1231-VO-MULTI-WONDJI-VMF00043,"Eastern Region, Tororo",Uganda_Eastern-Region,UG,#c5b0d5,circle,Equatorial,#d62728,3La/a,3R+/a,3Rb/b,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2773123,80090370,78005419,76654766,2084951,67076212,80090370,9919312,17298407,10428212,12093645870,11778818269,10606204353,1497816112,280941780,0.0265,37.8,819,1615.5,33426608,1156839,782344,2828122,"ERR2659397,ERR2659432,ERR2659467"
